Event_ID,Unit_Code,Community,Sampling_Frame,Sampling_Frame_Formal,Year,Cycle,Plot_Type,QA_Plot,Plot_Number,Max_Veg_Ht,Site_Name,Images,Certified,Verified
0BDDB37D-91DC-4DAC-93FA-A0A2E56520CE,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2016,2,Fixed,FALSE,1,5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
0BE731EB-4610-4EAA-BB29-D0BBEE907BA0,HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,FALSE,5,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
0C0E732B-C4A1-433D-8CF0-9D7FC62E389E,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,FALSE,2,5.5,Kaloko-Honokahau National Historical Park,FALSE,TRUE,TRUE
0D4485C3-4442-47B9-9E8A-2EBC0FFA2FAE,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,FALSE,22,7.5,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
0D6ED7E7-B005-4E67-BABC-13BACD603D91,KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,FALSE,4,0.1,Kalaupapa National Historical Park,TRUE,TRUE,TRUE
0D6EE3A6-066F-4B7D-8990-0D4EDF0CF7E3,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,FALSE,48,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
0D903072-E4A8-43BB-A0C7-E5C6826E7ECA,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,FALSE,40,21.1,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
0E54F909-6249-4E8E-8D47-0B60C749BE08,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,FALSE,6,,Kaloko-Honokahau National Historical Park,FALSE,TRUE,TRUE
0E87C910-F4B6-4427-AF6A-5D73DB36AF6B,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2021,3,Rotational Alternate,FALSE,54,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
0EC61175-C582-4004-ADC2-FD19324B4546,KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Rotational,FALSE,14,0.1,Kalaupapa National Historical Park,TRUE,TRUE,TRUE
0FF7ABA3-0C89-431C-8F26-24C177E4D6A2,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,FALSE,58,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
10620E04-42B6-4917-B0DF-6C6680442C90,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,FALSE,6,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
10FD8A61-1D04-4320-AA64-48D0B668B2A5,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Fixed,FALSE,5,,Haleakala National Park,FALSE,TRUE,TRUE
11841570-8AE8-4297-A337-B11DB61B6364,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2012,1,Fixed,FALSE,5,1.5,Haleakala National Park,TRUE,TRUE,TRUE
11CAF643-D080-4865-A08F-6F845579311D,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2012,1,Fixed,FALSE,10,19.7,Haleakala National Park,FALSE,TRUE,TRUE
1200F8E2-C1DD-4EAB-834E-F2E827F8CA79,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Fixed,FALSE,10,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
127CE307-157B-4684-9DAE-77EE58B7A876,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,FALSE,5,6,Kaloko-Honokahau National Historical Park,FALSE,TRUE,TRUE
12AF4169-7168-467E-93AC-C8A04393C071,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,FALSE,4,12.2,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
12C665B8-CCB2-4D3C-8CD6-59BC2CF14CEF,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Fixed,FALSE,3,,Haleakala National Park,FALSE,TRUE,TRUE
12E00865-8AAB-4664-A559-DFDA410F542E,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Fixed,FALSE,6,,Haleakala National Park,FALSE,TRUE,TRUE
13B46550-0E7D-46D6-B0ED-9E100ED548ED,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2021,3,Fixed,FALSE,13,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
13D61C1D-8FC4-4321-8F23-EF0468903F76,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,FALSE,41,16.2,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
140211F1-B561-4E91-949B-3D1339A799B9,KALA,Coastal Strand,Kalawao,Kalawao,2012,1,Fixed,FALSE,2,0.1,Kalaupapa National Historical Park,TRUE,TRUE,TRUE
14364B1B-6DEF-4F98-8BD3-975C3325E7B4,WAPA,Limestone Forest,Guam,Guam,2019,2,Rotational,FALSE,18,,War in the Pacific National Historical Park,FALSE,TRUE,TRUE
1515DA17-3C80-4236-AF96-F419E10AA24D,HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Fixed,FALSE,13,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
15215382-D050-4E88-8022-D20A649E654C,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Fixed,FALSE,3,,Haleakala National Park,FALSE,TRUE,TRUE
15ACECCA-66DB-4BB0-A12B-FBA68FB5EBA5,AMME,Mangrove Wetland,Muchot,Muchot,2014,1,Fixed,FALSE,8,11.9,American Memorial Park,TRUE,TRUE,TRUE
175909A8-066F-48A6-84D5-427801F0CC8B,NPSA,Wet Forest,Tutuila,Tutuila,2018,2,Fixed,FALSE,5,,National Park of American Samoa,FALSE,TRUE,TRUE
181A1D22-0246-451C-8064-6EF423103961,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,FALSE,8,,Kalaupapa National Historical Park,FALSE,TRUE,TRUE
1822B250-08C6-4EF3-826D-24CD99D823E1,HAVO,Wet Forest,Kahuku,Kahuku,2016,2,Rotational,FALSE,36,18.6,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
1833F767-9997-4973-AF2C-7BCC617E3EC4,HAVO,Wet Forest,Kahuku,Kahuku,2022,3,Rotational,FALSE,46,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
18577E4A-0A36-4E5C-A08B-D22BCBA198BD,AMME,Mangrove Wetland,Muchot,Muchot,2019,2,Fixed,FALSE,9,,American Memorial Park,FALSE,TRUE,TRUE
18F5EA3E-B405-4E00-9959-5CFA9EF527F8,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2012,1,Rotational,FALSE,25,12,Kalaupapa National Historical Park,TRUE,TRUE,TRUE
1941EC30-3EF9-4670-BCD8-BBA5C2B69AEC,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,FALSE,34,15.4,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
1A2697C8-DF16-4B64-A2FD-30FE18F178D2,KALA,Wet Forest,Puu Alii,Puʻu Aliʻi,2017,2,Fixed,FALSE,14,,Kalaupapa National Historical Park,FALSE,TRUE,TRUE
1AEC9F51-600C-49A0-BF51-12963D80FAE4,WAPA,Limestone Forest,Guam,Guam,2019,2,Fixed,FALSE,6,,War in the Pacific National Historical Park,FALSE,TRUE,TRUE
1B19EB7E-13CE-4F09-80F6-7031065A66B8,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,FALSE,6,19.8,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
1B2725D2-E2EC-4D75-8402-E53842139D8F,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2022,3,Fixed,FALSE,8,8,Kaloko-Honokahau National Historical Park,FALSE,TRUE,TRUE
1B48F5ED-B372-44B9-AE9C-A559A600CA9A,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2013,1,Fixed,FALSE,4,16.5,Haleakala National Park,FALSE,TRUE,TRUE
1B66652B-6BDD-4BB2-B075-18AAE506C639,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2017,2,Fixed,FALSE,14,,Haleakala National Park,FALSE,TRUE,TRUE
1CC0CA34-A5A0-4BFD-A58D-1727A4245BA3,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Fixed,FALSE,5,15.4,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
1D22732F-A56D-4A82-84F7-23870781698C,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,FALSE,38,10.1,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
1D5E4568-280C-471E-824F-57D86B6C793E,NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,FALSE,35,,National Park of American Samoa,FALSE,TRUE,TRUE
1D8C5373-9A92-40AD-A452-E3D430B1CD37,NPSA,Wet Forest,Tau,Ta‘ū,2018,2,Rotational,FALSE,41,,National Park of American Samoa,FALSE,TRUE,TRUE
1DDF8EE4-53F4-437B-919A-FD054213270B,HALE,Subalpine Shrubland,Haleakala,Haleakalā,2012,1,Rotational,FALSE,16,1,Haleakala National Park,TRUE,TRUE,TRUE
1DE9BEB9-9415-447A-BE2A-69883E6B076F,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2015,2,Rotational,FALSE,31,20,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
1E1254DB-FAA0-4C96-BF41-E99A7D791150,KAHO,Coastal Strand,Kaloko-Honokohau,Kaloko-Honokōhau,2016,2,Fixed,FALSE,7,,Kaloko-Honokahau National Historical Park,FALSE,TRUE,TRUE
1E7BBDC6-C440-4850-8AFC-5828F7BCA2FF,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2022,3,Rotational,FALSE,57,,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
1F5EF753-51E3-403C-A9FB-C76C3B917804,WAPA,Limestone Forest,Guam,Guam,2014,1,Fixed,FALSE,1,16.1,War in the Pacific National Historical Park,FALSE,TRUE,TRUE
1F6355AC-765C-4FC8-BB61-F95AE6C6257A,HALE,Wet Forest,Kipahulu District,Kīpahulu District,2017,2,Rotational,FALSE,42,,Haleakala National Park,FALSE,TRUE,TRUE
1FADF1CB-8FB7-463B-9203-2F2F4AAF7837,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2015,2,Rotational,FALSE,35,24.3,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100601105310-284480273.723602,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,FALSE,16,25,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100623102610-871445834.636688,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,2,15,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100624085903-401374340.057373,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,1,21,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100624145025-261368274.688721,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,6,16.5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100625130232-862619340.419769,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,7,18.5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100625153609-647821187.973022,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,FALSE,24,21.5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100628084720-364018678.665161,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,FALSE,30,25,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100712151053-373536169.528961,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,14,22.5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100714070546-373536169.528961,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,9,22,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100723095048-373536169.528961,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,FALSE,3,29,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100723142350-373536169.528961,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,FALSE,8,28,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100728085311-871445834.636688,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,4,19,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100728085442-824602127.075195,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,FALSE,11,16.6,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100802132836-364018678.665161,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,8,17,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100809121726-622696697.711945,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,FALSE,2,20,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100810125200-542029261.58905,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,FALSE,6,19.5,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100811113113-161743700.504303,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,20,20.9,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100819083143-871445834.636688,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,FALSE,4,16,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100819083411-910964310.16922,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,FALSE,10,14.2,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100823073322-373536169.528961,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,27,27.1,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100823084527-871445834.636688,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,21,12.6,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100830065814-767111659.049988,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,18,23,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100907085404-949556648.731232,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,26,17.7,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100914101832-364018678.665161,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,FALSE,1,15.7,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20100920070504-905729830.265045,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,19,14.2,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100921151910-364018678.665161,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Fixed,FALSE,7,15.3,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20100929095145-373536169.528961,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,24,13.3,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20101006130905-373536169.528961,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,5,15,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20101014071153-373536169.528961,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,10,25,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20101014084147-862619340.419769,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,17,22,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20101021161140-862619340.419769,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,3,14.5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20101101095144-814490020.275116,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Fixed,FALSE,12,13.5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20101102094458-767111659.049988,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,25,11,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20101103081223-373536169.528961,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,29,18.2,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20101103083152-373536169.528961,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,30,24.6,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20101103115412-949556648.731232,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,16,14.6,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20101103150403-373536169.528961,HAVO,Wet Forest,Nahuku/East Rift,Nāhuku / East Rift,2010,1,Rotational,FALSE,28,12.5,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20101104064911-373536169.528961,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,FALSE,28,30,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20101108083813-298165440.559387,HAVO,Wet Forest,Olaa,ʻŌlaʻa,2010,1,Rotational,FALSE,26,21.5,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20120405075456-295772850.513458,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,1,17,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405082022-832730174.064636,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,3,16.2,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405083317-480474710.464478,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,4,20.5,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405083640-871445834.636688,HAVO,Subalpine Shrubland,Mauna Loa,Mauna Loa,2011,1,Rotational,FALSE,30,8,Hawaii Volcanoes National Park,FALSE,TRUE,TRUE
20120405083959-412967801.094055,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,5,22.4,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405091818-909204125.404358,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,9,15.2,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405092517-164234161.376953,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,10,19,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405093918-364018678.665161,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,11,11.2,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405094508-186013519.763947,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,12,23.9,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405095326-542070209.980011,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,13,15.1,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405095708-401842057.704926,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,14,18.2,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405100132-923445165.157318,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,15,20.8,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405100421-489830434.322357,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,16,20.1,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405100938-431144356.7276,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,17,27.7,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405101500-784488618.373871,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,19,32.5,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405102529-868453681.468964,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,20,20.9,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405102906-270359218.120575,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,21,27.3,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405103414-257789969.444275,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,22,22.9,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405103913-409597158.432007,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,24,15.8,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405104231-415376365.184784,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,26,29.6,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405104815-602104067.802429,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,27,10,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405105153-248069584.369659,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,28,13.3,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405105648-673949241.638184,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,29,21,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405105910-597795426.845551,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,30,23.7,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405114340-439576029.777527,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,2,30.3,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405114754-44667840.0039673,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,6,30,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405115245-505815804.004669,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,18,18.1,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405120450-314586102.962494,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,23,13.2,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405120903-517351627.349854,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Fixed,FALSE,7,16.8,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
20120405121259-579042971.134186,HAVO,Wet Forest,Kahuku,Kahuku,2011,1,Rotational,FALSE,25,18.2,Hawaii Volcanoes National Park,TRUE,TRUE,TRUE
